ID,LastName,FirstName,URL,Weight,TeamID,MemberID,Birthday,PlayerNum,YearsPro,Drafted,Height,Salary,StandingLayup,DrivingLayup,PostFadeaway,PostHook,PostControl,DrawFoul,MovingShotClose,StandingShotClose,MovingShotMidRange,StandingShotMidRange,MovingShotThree,StandingShotThree,FreeThrow,BallControl,PassingVision,PassingIQ,PassingAccuracy,BoxOut,OffensiveRebound,DeffensiveRebound,LateralQuickness,PassPerception,Block,ShotContest,Steal,DefensiveConsistency,OnBallDefenseIQ,PickAndRollDefenseIQ,HelpDefensiveIQ,LowPostDefenseIQ,StandingDunk,DrivingDunk,ContactDunk,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,ShotIQ,Hands,ReactionTime,OffensiveConsistency,,,,,,,,,,,,,,,,,OverallDurability,,Shot,StandingLayup,DrivingLayup,StandingDunk,DrivingDunk,FlashyDunk,AlleyDop,Putback,Crash,SpinLayup,HopStepLayup,EuroStepLayup,Floater,StepThroughShot,ShotUnderBasket,ShotClose,ShotCloseLeft,ShotCloseMiddle,ShotCloseRight,ShotMidRange,ShotMidRangeLeft,ShotMidRangeLeftCenter,ShotMidRangeCenter,ShotMidRangeRightCenter,ShotMidRangeRight,ShotThree,ShotThreeLeft,ShotThreeLeftCenter,ShotThreeCenter,ShotThreeRightCenter,ShotThreeRight,ContestedJumper,StepBackJumper,SpinJumper,PullUpInTransaction,UseGlass,Drive,DriveRight,TripleThreatPumpFake,TripleThreatJabStep,TripleThreatIdle,TripleThreatShot,SetupWithSizeup,SetupWithHesitation,NoSetupDribble,DrivingCrossover,DrivingSpin,DrivingStepBack,DrivingHalfSpin,,DrivingBehindTheBack,DrivingDribbleHesitation,DrivingInAndOut,NoDrivingDribbleMove,AttachStrongOnDrive,DishToOpenMan,Touches,,RollvsPop,,,,,,,,,,,,,,,,,FlashyPass,AlleyDopPass,PassInterception,TakeCharge,OnBallSteal,ContestShot,BlockShot,Foul,HardFoul
1206,Ariza,Trevor,http://mtdb.com/nba2k16/player/trevor-ariza/,220,22,1206,6/30/1985,1,12,R:3 P:14,"2' 2""",8193030,75,74,60,55,50,49,64,65,60,63,76,81,85,71,42,75,54,64,39,62,85,81,37,80,77,85,85,81,82,52,55,80,45,68,74,80,45,95,80,78,60,80,55,77,88,85,85,84,83,85,84,77,77,74,70,82,74,84,68,78,25,68,25,45,20,35,85,75,15,25,55,65,70,40,79,25,15,1,1,9,35,2,12,1,2,6,95,2,20,2,2,15,20,25,20,25,5,55,52,5,10,60,25,10,10,80,20,15,25,5,0,0,0,0,50,50,42,58,4,0,0,5,15,0,3,0,0,5,0,5,5,5,0,0,0,3,20,15,78,72,76,80,49,36,25
2347,Motiejunas,Donatas,http://mtdb.com/nba2k16/player/donatas-motiejunas/,222,22,2150,9/20/1990,20,4,R:1 P:20,"13' 3""",2288205,78,53,60,84,78,64,95,96,69,71,72,83,60,45,42,68,34,80,62,64,52,60,52,53,61,65,47,64,70,77,70,55,35,51,52,43,74,84,60,78,79,53,60,75,82,83,82,81,81,80,80,82,82,81,82,80,80,81,82,81,65,63,40,15,20,2,15,75,20,10,10,10,30,5,55,49,90,6,3,2,8,4,4,4,6,4,40,4,4,5,3,2,10,0,0,10,25,45,54,20,5,45,30,0,0,99,0,0,0,0,0,0,0,0,99,40,42,67,25,20,0,10,15,0,21,0,0,0,0,0,0,0,5,0,0,0,5,0,40,64,38,58,56,90,40
1150,Howard,Dwight,http://mtdb.com/nba2k16/player/dwight-howard/,265,22,1150,12/8/1985,12,12,R:1 P:1,"13' 10""",22359364,93,79,53,74,82,85,70,72,44,35,25,33,52,40,33,57,33,90,70,90,52,80,73,80,58,80,87,95,93,94,95,90,50,80,59,80,96,90,81,96,88,80,70,85,83,85,72,82,75,84,83,83,82,79,84,76,82,88,87,80,99,87,90,45,90,55,99,99,90,5,15,10,0,10,81,92,85,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,5,0,0,5,25,15,51,5,5,70,20,0,0,99,0,0,0,0,0,0,0,0,99,60,33,82,90,99,0,0,60,50,79,55,45,0,0,20,1,0,70,20,40,0,5,0,50,58,65,99,92,76,40
1416,Brewer,Corey,http://mtdb.com/nba2k16/player/corey-brewer/,188,22,1416,3/5/1986,33,9,R:3 P:7,"0' 5""",8229375,84,78,57,44,46,68,65,64,62,70,68,74,74,64,53,62,44,44,46,54,70,79,42,80,79,75,70,81,80,58,40,80,40,73,65,72,58,89,76,84,73,80,65,76,84,83,82,81,82,86,84,85,85,80,67,84,85,80,81,81,99,60,15,60,20,45,75,75,25,15,40,55,50,40,65,49,45,2,2,10,45,2,5,4,3,2,60,3,4,3,2,9,30,35,40,15,25,75,50,25,5,65,15,10,30,60,45,15,30,0,0,15,25,0,90,30,53,76,2,0,0,0,30,5,2,0,0,0,5,0,0,0,0,0,0,0,15,5,85,78,80,76,45,56,30
1650,Beverley,Patrick,http://mtdb.com/nba2k16/player/patrick-beverley/,185,22,1650,7/12/1988,2,4,R:3 P:12,"0' 3""",6486486,75,73,35,30,30,42,75,79,60,65,76,80,75,75,65,84,83,42,46,52,90,63,50,77,63,85,90,89,78,34,25,30,25,72,89,91,50,90,76,65,80,77,55,76,80,82,81,82,83,80,82,81,80,82,75,80,81,82,80,75,65,45,5,40,0,1,10,25,20,62,65,70,75,85,88,25,35,2,2,15,8,1,12,3,1,4,80,1,20,2,1,11,24,45,5,25,15,85,52,0,5,99,15,85,55,75,25,5,35,0,25,5,35,15,45,70,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,71,2,74,68,71,44,62
2471,Jones,Terrence,http://mtdb.com/nba2k16/player/terrence-jones/,252,22,2461,1/9/1992,6,4,R:1 P:18,"4' 6""",2489530,88,77,64,62,68,68,75,75,50,57,65,74,60,73,33,63,38,68,69,69,63,68,85,84,58,75,69,64,74,74,75,78,45,57,63,70,68,85,75,78,84,86,55,75,85,88,78,86,86,85,85,86,88,89,90,90,91,92,90,88,65,66,35,55,75,35,75,80,40,15,45,60,50,25,58,70,70,3,2,1,30,1,4,3,1,3,35,1,6,2,2,1,25,10,20,15,5,55,52,15,15,40,30,0,0,99,25,35,15,0,0,0,15,5,70,35,33,64,11,20,25,15,30,15,9,5,5,1,1,15,15,15,35,20,5,10,10,5,58,65,65,67,84,54,30
4115,Capela,Clint,http://mtdb.com/nba2k16/player/clint-capela/,222,22,4115,5/18/1994,15,2,R:1 P:25,"2' 2""",1242720,77,63,48,55,52,90,40,54,26,32,25,25,27,48,28,35,34,65,81,93,62,50,89,70,55,50,54,57,62,74,75,75,35,66,62,80,58,79,95,50,35,70,25,79,88,85,80,77,80,80,82,83,82,80,80,82,77,80,80,81,25,42,55,20,75,45,40,75,50,10,20,10,30,15,51,68,45,6,2,0,5,3,1,4,4,1,0,3,1,5,2,0,10,0,0,5,5,5,54,0,0,99,0,0,0,99,0,5,0,0,0,0,0,0,50,75,28,35,6,99,0,0,30,30,4,30,30,0,0,0,0,0,10,5,30,15,10,0,50,40,45,90,80,64,65
1651,Thornton,Marcus,http://mtdb.com/nba2k16/player/marcus-thornton/,205,22,1651,6/5/1987,5,7,R:1 P:13,"6' 2""",947276,89,90,62,30,52,54,80,79,71,72,79,80,82,76,35,49,58,37,41,49,66,51,45,59,64,45,66,63,54,35,25,49,25,72,80,75,60,82,65,72,78,59,60,74,86,84,74,80,81,82,82,81,81,81,80,75,78,80,81,81,25,70,15,55,0,5,45,10,25,25,60,65,70,55,88,27,35,2,3,4,50,4,10,3,5,7,80,6,20,2,3,4,35,75,20,40,10,65,52,5,15,45,35,35,30,35,40,20,60,15,15,25,50,20,99,60,35,84,2,0,0,5,15,0,2,0,0,0,0,5,5,15,0,0,0,3,10,5,68,60,78,50,27,44,30
4162,McDaniels,K.J.,http://mtdb.com/nba2k16/player/k-j-mcdaniels/,195,22,4162,2/9/1993,32,2,R:2 P:2,"5' 8""",3189794,75,73,48,50,45,54,66,68,58,60,70,74,75,60,38,54,58,52,50,53,70,65,81,84,62,45,70,66,58,51,75,80,50,88,76,85,48,76,65,60,66,84,35,75,84,85,83,82,81,80,81,81,82,82,82,78,80,82,82,81,50,70,15,30,15,45,99,80,20,35,45,40,35,25,81,30,35,4,4,5,35,5,11,4,4,6,65,5,10,4,3,5,45,30,25,20,5,75,54,10,25,35,30,15,15,60,30,30,35,0,0,0,25,0,70,40,38,68,1,0,0,5,15,0,1,0,0,0,0,5,5,5,0,0,0,3,15,5,74,70,68,70,75,70,20
1386,Hayes,Chuck,,250,22,1386,6/11/1983,44,11,R:1 P:0,"3' 1""",5959000,77,50,61,61,64,46,75,80,38,40,25,25,54,35,43,54,39,70,65,63,52,56,52,83,65,60,68,80,79,82,55,40,35,62,52,66,85,77,97,66,37,83,35,72,84,85,80,70,80,82,81,80,83,75,82,82,72,84,82,74,25,54,45,10,15,5,20,18,40,0,5,5,5,5,52,68,40,6,2,0,5,3,1,4,4,1,0,3,1,5,2,0,10,0,0,5,25,5,52,0,0,99,0,0,0,99,0,0,0,0,0,0,0,0,99,10,43,36,5,99,0,5,15,0,5,0,0,0,0,5,5,5,0,0,0,3,0,0,15,85,60,70,51,68,70
4397,Dekker,Sam,http://mtdb.com/nba2k16/player/sam-dekker/,220,22,4397,5/8/1994,7,1,R:2 P:18,"0' 2""",1646400,80,74,50,30,45,45,78,74,67,64,70,74,71,75,40,52,45,50,50,52,65,62,40,58,63,45,63,64,56,40,40,75,40,75,76,75,65,85,80,63,80,58,35,75,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,78,65,58,25,45,25,40,75,75,20,35,40,60,65,40,74,35,20,4,3,6,50,3,9,4,3,5,50,4,10,5,3,6,45,35,25,20,20,55,51,5,15,70,10,0,30,70,20,10,50,5,0,5,40,10,99,60,40,67,4,0,0,5,15,0,4,0,0,0,0,5,5,5,0,0,0,3,15,10,68,65,64,66,62,42,35
839,Parker,Tony,http://mtdb.com/nba2k16/player/tony-parker/,185,23,839,5/17/1982,9,15,R:3 P:28,"15' 8""",13437500,82,91,58,30,58,66,97,98,78,80,78,81,78,89,74,82,83,38,29,41,70,75,27,73,59,75,70,71,74,54,25,25,25,86,88,76,34,95,72,97,95,73,90,89,90,81,78,93,92,95,96,78,79,80,80,75,75,82,80,86,25,74,25,65,0,0,0,1,25,70,90,75,95,95,99,39,75,7,5,4,85,9,1,6,2,1,30,10,1,7,3,5,70,30,50,35,25,99,47,0,0,100,0,30,20,50,65,40,30,40,0,0,0,55,80,70,74,86,3,0,0,5,15,0,3,0,0,0,0,5,5,5,0,0,0,3,45,5,70,17,65,11,28,30,99
1652,Green,Danny,http://mtdb.com/nba2k16/player/danny-green/,210,23,1652,6/22/1987,14,7,R:3 P:16,"14' 1""",10000000,75,70,54,30,35,52,82,84,70,74,82,86,87,70,40,75,70,40,38,61,81,60,67,75,69,75,82,82,75,62,40,63,40,67,79,69,60,83,85,85,74,75,35,75,83,82,84,82,83,81,82,84,85,86,85,83,82,78,78,81,25,77,25,45,0,5,10,35,15,55,30,45,50,35,66,18,15,4,1,11,50,2,14,2,3,6,90,3,22,2,2,10,15,15,5,40,10,55,52,10,30,50,10,0,40,60,15,15,25,0,0,5,35,0,80,30,40,61,1,0,0,5,15,0,1,0,0,0,0,5,5,5,0,0,0,3,15,5,66,25,40,69,65,40,99
2342,Leonard,Kawhi,http://mtdb.com/nba2k16/player/kawhi-leonard/,225,23,2143,6/29/1991,2,5,R:4 P:15,"15' 9""",16407500,82,74,75,40,43,71,85,86,85,87,77,81,80,61,50,78,52,80,48,77,95,82,57,96,91,95,95,96,83,62,55,86,45,85,80,79,75,92,88,84,75,88,60,89,83,84,85,82,84,83,82,82,84,75,75,82,81,83,81,80,25,78,45,55,35,50,70,75,40,35,35,55,65,45,79,32,65,8,2,5,85,3,5,5,3,3,70,7,6,12,5,4,25,25,35,30,10,80,53,20,20,40,20,20,30,50,25,15,30,0,0,0,35,15,80,40,50,81,35,20,0,5,15,0,15,10,10,25,30,25,25,25,0,5,10,18,5,0,85,11,72,64,55,40,80
1335,Aldridge,LaMarcus,http://mtdb.com/nba2k16/player/lamarcus-aldridge/,240,23,1335,7/19/1985,12,10,R:3 P:2,"10' 6""",19689000,96,77,95,88,95,74,86,86,84,85,58,81,84,42,37,70,55,88,63,82,52,70,58,76,58,75,68,73,83,79,70,69,40,54,52,62,82,92,78,98,98,76,98,88,78,90,75,78,78,80,81,78,78,86,81,78,78,84,77,82,25,96,20,10,30,30,40,95,65,5,15,35,30,25,53,49,65,6,3,2,99,4,4,4,6,4,35,4,4,5,3,2,99,20,10,40,35,55,50,10,25,25,40,0,30,70,15,25,30,0,0,0,5,0,60,60,37,99,99,25,60,60,40,30,93,35,5,5,35,40,40,40,25,25,15,28,25,0,55,70,68,70,73,48,25
411,Duncan,Tim,http://mtdb.com/nba2k16/player/tim-duncan/,255,23,411,4/25/1976,21,19,R:1 P:1,"12' 6""",5250000,94,63,83,95,97,73,90,92,73,75,25,35,73,40,64,71,56,92,67,88,38,92,85,88,61,95,83,95,90,89,60,49,40,37,38,42,60,74,81,92,97,88,85,99,93,94,95,91,92,93,92,93,92,73,73,73,73,93,92,90,25,80,75,15,45,20,5,20,55,45,5,20,20,25,55,60,95,12,1,0,70,5,0,5,5,0,1,4,0,7,1,0,80,5,0,5,95,30,51,20,30,0,50,0,0,99,0,0,0,0,0,0,0,0,99,70,64,78,80,30,60,20,60,30,60,45,5,5,10,45,0,0,30,10,55,28,5,0,30,6,60,92,99,40,80
970,Ginobili,Manu,http://mtdb.com/nba2k16/player/manu-ginobili/,205,23,970,7/28/1977,20,14,R:1 P:28,"13' 5""",2814000,80,83,65,35,40,71,84,85,68,65,78,80,72,87,74,71,70,50,35,57,72,74,47,70,69,65,72,82,77,45,25,50,25,74,76,67,43,75,86,80,80,70,80,82,83,79,72,83,82,79,79,79,79,84,83,76,75,77,76,77,25,87,25,60,0,15,10,10,5,78,80,75,99,75,85,34,50,5,2,4,45,1,14,3,2,9,80,2,15,3,2,4,25,75,45,40,15,80,45,30,20,10,40,30,40,30,60,30,50,30,0,30,40,25,90,80,74,84,2,0,25,5,15,0,2,0,0,0,10,15,15,15,0,0,0,8,35,5,90,40,80,37,41,58,99
1030,West,David,http://mtdb.com/nba2k16/player/david-west/,250,23,1030,8/29/1980,30,13,R:1 P:18,"5' 8""",1499187,90,63,83,80,81,65,83,84,82,88,50,59,73,40,60,58,56,73,57,75,43,72,60,70,60,70,72,71,74,80,60,62,60,44,43,50,84,78,61,80,75,70,55,82,83,84,75,81,82,81,84,80,80,80,70,75,75,82,81,78,99,80,55,63,45,25,5,45,55,0,10,10,20,5,58,28,65,8,4,1,90,11,1,6,17,2,2,11,1,6,4,0,75,25,15,5,25,40,52,20,25,5,50,0,0,100,0,0,0,0,0,0,0,0,99,65,60,74,56,20,50,75,45,40,46,15,10,1,1,35,35,35,25,5,5,20,5,0,50,72,70,68,70,44,78
1033,Diaw,Boris,http://mtdb.com/nba2k16/player/boris-diaw/,250,23,1033,4/16/1982,33,13,R:1 P:21,"1' 0""",7500000,88,70,69,68,68,48,88,93,78,80,72,75,77,68,66,74,65,64,47,64,52,64,47,71,57,65,74,76,73,68,55,45,35,61,52,70,64,85,55,82,84,71,65,75,84,83,70,86,85,84,84,82,81,83,82,78,78,84,85,80,25,71,35,45,5,5,5,15,40,25,45,50,60,35,53,46,75,6,1,2,50,2,7,5,2,7,60,3,10,5,2,2,25,15,0,15,25,60,50,20,30,10,40,10,30,60,15,40,30,0,0,0,0,20,80,40,66,64,31,30,15,20,30,10,27,5,5,0,1,20,20,20,20,10,5,13,35,5,60,12,69,62,52,60,60
1621,Mills,Patrick,http://mtdb.com/nba2k16/player/patrick-mills/,185,23,1621,8/11/1988,8,7,R:2 P:25,"2' 11""",3578947,79,77,37,25,25,49,69,68,80,78,82,82,82,80,64,85,80,28,40,43,60,61,30,60,63,35,60,63,70,27,25,25,25,88,87,66,51,82,70,84,73,60,65,75,86,88,87,85,85,86,84,86,86,84,84,80,79,80,77,78,25,69,25,55,0,0,0,1,5,15,75,75,70,75,83,9,30,3,4,8,70,3,15,3,7,9,85,6,17,4,4,8,40,40,25,35,0,95,52,0,0,100,0,40,30,30,50,10,30,15,25,15,30,15,80,10,64,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,77,80,78,18,34,60,99
1318,Bonner,Matt,http://mtdb.com/nba2k16/player/matt-bonner/,235,23,1318,4/5/1980,15,12,R:1 P:16,"11' 6""",947276,76,40,63,58,62,44,77,85,68,75,79,83,81,50,33,71,46,54,42,50,34,66,50,60,50,65,63,70,69,69,45,30,30,64,34,63,68,74,62,88,60,60,60,73,84,85,78,80,81,82,82,83,82,73,74,75,75,82,83,80,25,70,35,10,0,0,0,5,10,5,5,5,5,5,34,14,45,5,2,4,35,2,17,3,1,12,65,3,19,8,3,7,20,5,0,20,15,15,50,20,0,60,20,0,0,99,0,0,0,0,0,0,0,0,99,10,33,44,1,0,0,5,15,0,1,0,0,0,0,5,5,5,0,0,0,3,0,0,15,17,10,71,60,68,99
2789,McCallum,Ray,http://mtdb.com/nba2k16/player/ray-mccallum/,190,23,2722,6/12/1991,3,3,R:1 P:6,"4' 7""",947276,77,78,38,26,26,53,76,78,72,76,70,76,67,80,70,78,77,25,46,49,51,58,40,53,62,45,59,58,48,34,25,50,25,71,84,78,41,98,82,73,75,53,50,73,84,82,86,85,82,83,85,84,87,88,88,85,83,82,81,85,25,60,10,45,0,15,45,4,5,12,55,70,80,75,76,41,40,5,3,5,60,6,6,4,4,3,50,5,5,5,2,6,68,35,5,35,5,63,99,1,10,60,20,25,35,75,25,5,15,5,5,10,20,5,35,35,70,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,65,39,68,62,27,50,64
2337,Fredette,Jimmer,http://mtdb.com/nba2k16/player/jimmer-fredette/,195,23,2135,2/25/1989,16,5,R:1 P:10,"3' 0""",947276,71,76,39,25,25,66,81,84,77,80,65,72,95,74,65,65,60,29,34,42,47,45,32,50,61,25,47,49,44,25,25,25,25,72,73,66,40,80,64,74,70,50,50,68,90,93,92,95,98,89,95,92,88,85,85,90,88,88,87,84,25,66,15,40,0,0,0,0,5,35,55,60,60,55,77,22,35,6,2,3,50,6,7,11,5,6,50,5,12,5,3,7,45,55,15,85,30,55,50,5,10,60,25,0,20,80,25,15,50,0,0,40,0,25,99,50,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,62,70,60,35,28,48,25
2950,Marjanovic,Boban,http://mtdb.com/nba2k16/player/boban-marjanovic/,293,23,1,10/15/1988,40,1,R:1 P:0,"2' 1""",1200000,80,50,60,69,76,38,73,85,38,60,25,25,60,35,35,35,45,65,76,72,35,73,72,73,45,65,45,55,65,73,85,40,40,37,37,40,67,70,45,70,45,73,66,50,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,50,58,50,10,80,35,40,75,45,5,5,5,5,5,55,68,50,6,2,0,10,3,1,4,4,1,10,3,1,5,2,0,20,0,0,5,15,10,50,0,0,90,10,0,0,99,0,0,0,0,0,0,0,0,99,40,35,53,36,99,0,0,20,20,29,15,15,0,0,0,0,0,5,0,10,5,0,0,20,75,35,83,85,94,74
4104,Anderson,Kyle,http://mtdb.com/nba2k16/player/kyle-anderson/,230,23,4104,9/20/1993,1,2,R:1 P:30,"8' 5""",1142879,79,72,48,45,41,44,71,75,66,65,68,74,64,79,68,79,76,64,33,78,48,59,55,52,67,50,59,58,55,48,55,45,35,67,65,66,38,85,64,65,70,52,45,75,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,25,71,35,40,5,5,5,15,40,25,45,50,65,40,53,47,30,9,7,4,60,2,2,2,2,2,10,9,1,9,2,2,25,15,0,15,25,60,50,20,30,10,40,10,30,60,15,40,30,0,0,0,0,20,80,40,64,47,31,30,15,20,30,10,27,5,5,0,0,20,20,20,20,10,5,13,35,5,60,12,69,62,52,60,60
4841,Simmons,Jonathan,http://mtdb.com/nba2k16/player/jonathan-simmons/,204,23,1,9/14/1989,17,1,R:1 P:0,"11' 8""",525093,78,77,65,63,40,58,74,75,72,74,74,76,80,73,38,70,58,64,64,62,58,52,63,69,62,45,62,61,60,44,70,70,35,67,64,74,43,80,66,75,58,69,25,67,81,82,81,82,84,84,80,82,82,81,81,80,82,80,80,81,25,48,50,25,45,45,70,75,35,15,20,30,40,5,25,49,20,6,3,2,50,4,4,4,6,4,45,4,4,5,3,2,0,20,25,5,10,65,52,5,15,40,35,20,30,50,50,40,25,0,0,15,35,0,99,30,38,64,28,50,0,5,15,0,18,0,0,0,0,16,5,5,0,0,0,3,10,0,68,72,74,64,73,54,35
1967,Bledsoe,Eric,http://mtdb.com/nba2k16/player/eric-bledsoe/,195,24,1818,12/9/1989,2,6,R:4 P:18,"16' 7""",13500000,88,84,40,25,28,76,72,72,74,76,74,76,80,86,73,80,73,50,38,61,88,64,51,77,71,80,88,85,84,40,25,73,45,88,89,88,55,85,96,88,88,77,80,84,84,83,82,81,82,81,82,83,80,80,62,86,84,85,85,77,25,80,5,70,0,5,75,75,15,15,60,80,90,75,86,43,40,3,2,2,65,6,7,4,5,7,50,6,7,3,2,3,40,5,15,30,5,95,50,15,15,55,10,40,40,20,60,20,25,10,35,30,35,15,90,60,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,86,65,90,72,75,54,45
2335,Knight,Brandon,http://mtdb.com/nba2k16/player/brandon-knight/,189,24,2132,12/2/1991,3,5,R:5 P:8,"15' 4""",13500000,86,84,38,25,26,65,67,68,70,75,80,84,87,84,73,85,87,32,33,55,60,65,35,62,71,50,64,68,65,55,25,60,25,92,87,69,52,95,76,92,94,62,90,81,81,80,82,81,81,82,80,78,78,83,83,74,73,77,76,80,25,70,25,65,5,15,10,10,15,30,30,25,35,20,85,31,30,3,4,5,75,6,14,4,6,6,85,6,9,2,1,3,30,25,30,55,5,78,50,5,5,85,5,20,20,60,50,20,45,10,25,35,40,25,90,40,73,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,78,70,84,66,29,48,25
2579,Tucker,P.J.,http://mtdb.com/nba2k16/player/p-j-tucker/,224,24,2513,5/5/1985,17,5,R:1 P:35,"0' 3""",5500000,80,68,58,54,53,54,68,74,70,75,77,80,72,65,34,69,46,58,51,70,80,69,42,78,69,75,80,80,74,56,50,60,45,66,67,66,75,88,88,75,81,78,30,75,90,92,93,90,91,90,90,91,92,84,79,90,91,92,90,93,65,56,30,45,5,10,50,3,50,35,35,40,45,30,69,35,35,4,3,6,40,3,9,4,3,5,65,4,10,5,3,6,20,15,25,30,15,65,54,15,15,55,15,10,30,60,35,20,25,0,0,0,30,0,70,35,34,49,10,0,0,5,15,0,7,0,0,5,0,5,5,5,0,0,0,3,10,5,65,80,72,55,42,54,65
2340,Morris,Markieff,http://mtdb.com/nba2k16/player/markieff-morris/,245,24,2140,9/2/1989,11,5,R:4 P:13,"10' 6""",8000000,86,67,77,68,84,66,84,90,86,90,70,75,76,42,47,59,44,65,47,68,50,66,51,77,65,55,54,80,75,80,65,67,40,65,50,63,79,85,77,80,83,77,80,78,88,89,90,91,92,91,88,89,94,95,90,96,98,98,96,92,99,64,40,20,40,20,60,75,35,20,10,20,25,15,55,32,45,12,4,1,85,4,3,6,3,7,45,4,4,13,5,2,55,45,20,25,20,35,55,10,30,40,20,20,20,60,25,15,35,15,0,0,35,0,70,60,47,82,57,50,50,40,25,25,46,30,35,5,5,15,15,15,15,25,35,25,5,0,40,50,35,60,75,82,65
801,Chandler,Tyson,http://mtdb.com/nba2k16/player/tyson-chandler/,240,24,801,10/2/1982,4,15,R:4 P:2,"3' 11""",13000000,84,64,52,65,51,69,49,50,70,74,25,25,71,35,30,64,40,75,90,89,65,75,72,92,57,80,79,81,90,85,90,73,40,58,37,69,78,87,75,68,58,75,40,80,79,72,70,82,81,80,83,82,80,84,80,70,70,72,79,74,99,60,50,10,99,70,60,99,65,15,5,5,5,5,49,84,10,1,1,0,8,2,0,2,2,0,0,5,0,2,1,0,5,0,0,5,15,10,55,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,99,25,30,45,4,99,0,5,30,0,4,25,5,0,0,0,0,0,15,0,0,0,0,0,35,75,58,92,74,56,91
2758,Len,Alex,http://mtdb.com/nba2k16/player/alex-len/,255,24,2691,6/16/1993,21,3,R:1 P:5,"2' 2""",3807120,80,60,48,62,61,58,49,66,65,68,25,38,70,32,28,45,31,85,71,82,50,62,86,85,58,50,63,64,78,74,80,62,40,54,50,60,68,80,66,78,82,85,55,75,81,81,78,80,81,81,80,79,78,81,80,69,80,80,80,76,65,55,50,15,60,25,60,75,40,5,10,5,5,5,62,59,30,7,2,1,55,2,1,6,5,1,0,3,1,9,2,1,30,15,0,5,38,25,56,20,35,60,5,0,0,50,0,0,0,0,0,0,0,0,99,30,28,48,21,99,24,68,80,64,18,20,15,0,0,9,9,9,51,90,14,12,5,0,36,19,34,62,79,58,78
4103,Warren,T.J.,http://mtdb.com/nba2k16/player/t-j-warren/,220,24,4103,9/5/1993,12,2,R:1 P:14,"7' 7""",2041080,84,79,68,62,62,40,83,84,74,70,60,62,73,68,32,65,53,55,61,44,57,62,51,59,61,50,62,64,65,50,50,50,35,62,59,63,75,80,70,83,80,59,65,78,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,25,53,30,25,5,20,65,75,20,35,50,70,65,35,76,35,50,4,3,6,35,3,9,4,3,5,10,4,10,5,3,6,70,45,15,15,15,60,52,15,15,45,25,0,20,80,25,5,45,5,0,5,25,0,99,30,32,62,13,0,0,5,15,0,13,0,0,0,0,5,5,5,0,0,0,3,15,0,69,50,68,60,59,56,35
2597,Weems,Sonny,http://mtdb.com/nba2k16/player/sonny-weems/,205,24,2532,7/8/1986,10,4,R:1 P:9,"1' 4""",2814000,74,80,65,50,60,70,74,62,65,71,64,79,85,68,48,48,48,45,43,52,63,58,47,62,65,69,63,60,57,52,50,88,50,75,65,85,50,85,61,68,78,62,75,70,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,25,88,45,50,45,50,90,85,25,35,55,75,70,55,76,30,15,4,4,5,25,5,11,4,4,6,30,5,10,4,3,5,75,55,15,30,30,85,53,15,15,40,30,50,30,20,40,40,50,15,0,25,35,20,99,70,48,82,23,0,40,35,15,5,18,15,5,0,0,30,30,30,25,25,15,23,30,10,68,58,64,70,58,60,30
2367,Leuer,Jon,http://mtdb.com/nba2k16/player/jon-leuer/,228,24,2180,5/14/1989,30,5,R:1 P:10,"4' 7""",1035000,90,68,63,53,64,58,72,81,70,75,55,68,62,35,37,62,34,84,60,80,53,50,47,41,58,50,53,60,51,66,75,63,35,59,54,70,62,82,55,85,80,41,55,72,83,82,85,86,88,87,85,83,85,83,84,78,80,83,80,81,25,56,35,20,40,15,10,15,5,25,5,10,15,5,47,31,45,4,2,3,75,5,2,6,11,4,15,8,3,11,7,3,60,1,0,20,0,26,50,5,0,85,10,0,0,100,0,0,0,0,0,0,0,0,99,10,37,65,14,10,0,0,0,0,12,15,5,0,0,0,0,0,0,0,0,0,5,0,40,55,48,62,57,76,15
